Location_Type,Sampling_Area,Site_Number,Collection_Date,Collection_Time,Vegetation_Species,Cones_Present,Stem_Height,Stem_DBH,Crown_Class,Health_Status,Damage_Mode,Trunk_Wound,Crown_Remaining,Leaves_Remaining,Terrain_Aspect,Photo_Tag,Photo_Tree,Tree_Notes
forest,UPTA: Taylor River Road Lower (RL),1828,7/12/2025,10:50:00,Pinaceae-Pinus contorta,Yes,14.7,25.6,C: Codominant,S: standing,"Brooming: thick branchlet growth that can be response to mistletoe or other agents, (% red): percentage of reddish-brown needles occupying the remaining canopy",0 = no visible trunk wound,85,95,345,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_12954998106872a1ed58f46.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_4106974376872a1f00095e.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1827,7/12/2025,10:09:00,Pinaceae-Pinus contorta,Yes,12.4,24.1,C: Codominant,S: standing,"Bark beetle: boreholes, “popcorn” sap blisters, galleries in cambium",0 = no visible trunk wound,90,95,5,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_14037739706872908cbd848.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1314136749687290c8df223.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1826,7/12/2025,9:59:00,Pinaceae-Pinus contorta,Yes,19.1,25.6,C: Codominant,S: standing,"Bark beetle: boreholes, “popcorn” sap blisters, galleries in cambium",0 = no visible trunk wound,95,90,120,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_5415030846872908796c87.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_13816726656872908899ab0.jpg,NA
forest,UPTA: Taylor River Road Lower (RL),1823,7/12/2025,9:37:00,Pinaceae-Picea engelmannii,Yes,15.4,19.2,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,90,280,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_173099793568729083ada30.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1769904997687290840747a.jpg,"4 stems, other stems Dbh:14.0, 22.3, 18.6"
forest,UPTA: Taylor River Road Lower (RL),1822,7/12/2025,9:29:00,Pinaceae-Pinus contorta,Yes,17.3,29,C: Codominant,S: standing,"Bark beetle: boreholes, “popcorn” sap blisters, galleries in cambium",0 = no visible trunk wound,95,95,115,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_14779319346872907e0a22d.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_20976181076872907e9ce3d.jpg,DBH recorded at 1.1 meters
forest,UPTA: Taylor River Road Lower (RL),1820,7/12/2025,9:10:00,Pinaceae-Pinus contorta,Yes,20.3,47.9,D: Dominant,S: standing,NA,0 = no visible trunk wound,95,95,20,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_192260734687290799201a.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_21493863468729079def72.jpg,NA
forest,UPTA: Trail Creek (TK),1819,7/11/2025,12:05:00,Pinaceae-Abies lasiocarpa,No,14.5,36.4,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,50,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_16149113286872907501ed9.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1691453557687290755c0d3.jpg,NA
forest,UPTA: Trail Creek (TK),1818,7/11/2025,11:55:00,Pinaceae-Picea engelmannii,Yes,22.2,38.2,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,160,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_14169713126872907000f38.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1602268534687290703b732.jpg,NA
forest,UPTA: Trail Creek (TK),1817,7/11/2025,11:46:00,Pinaceae-Picea engelmannii,Yes,21.4,53.5,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,340,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_30776574687290680f928.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1688110676872906b2502c.jpg,NA
forest,UPTA: Trail Creek (TK),1816,7/11/2025,11:41:00,Pinaceae-Picea engelmannii,Yes,23.8,41.6,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,95,80,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_20035534526872906212580.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_72959812468729062bf77c.jpg,NA
forest,UPTA: Trail Creek (TK),1815,7/11/2025,11:22:00,Pinaceae-Pinus contorta,Yes,19.4,44.2,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,55,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_16008923906872905c7d1b5.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_6447765146872905cc722e.jpg,NA
forest,UPTA: Trail Creek (TK),1814,7/11/2025,11:17:00,Pinaceae-Pinus contorta,Yes,16.6,31.8,C: Codominant,S: standing,NA,0 = no visible trunk wound,85,100,300,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_926025673687290531763f.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_13561320596872905355e0d.jpg,NA
forest,UPTA: Trail Creek (TK),1813,7/11/2025,11:06:00,Pinaceae-Abies lasiocarpa,Yes,11.3,24.2,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,95,125,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_20287940886872904ae41f4.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_15615906886872904d63820.jpg,Forked top
forest,UPTA: Trail Creek (TK),1812,7/11/2025,10:29:00,Pinaceae-Pinus contorta,Yes,19.2,31.2,C: Codominant,S: standing,NA,0 = no visible trunk wound,75,95,65,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_6481066786872900a92055.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_10259809676872900ae1405.jpg,NA
forest,UPTA: Trail Creek (TK),1811,7/11/2025,10:23:00,Pinaceae-Pinus contorta,Yes,17.1,38,C: Codominant,S: standing,NA,0 = no visible trunk wound,75,100,160,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_38316127468729005d918e.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_11681389106872900645895.jpg,NA
forest,UPTA: Trail Creek (TK),1810,7/11/2025,10:13:00,Pinaceae-Pinus contorta,Yes,23.7,35.9,C: Codominant,S: standing,NA,0 = no visible trunk wound,95,100,NA,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_141729914468729000a8b53.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_12686989176872900109e87.jpg,Lab sample missing.
forest,UPTA: Trail Creek (TK),1809,7/11/2025,10:05:00,Pinaceae-Pinus contorta,Yes,19.5,32,C: Codominant,S: standing,NA,0 = no visible trunk wound,95,100,160,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_21177764168728ffc8a29c.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_214240822368728ffcc7f95.jpg,NA
forest,UPTA: Trail Creek (TK),1808,7/11/2025,9:57:00,Pinaceae-Pinus contorta,Yes,21.5,39.3,D: Dominant,S: standing,NA,0 = no visible trunk wound,70,70,90,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_89352304568728ff7c4824.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_76513212068728ff82f498.jpg,Forked top
forest,UPTA: Trail Creek (TK),1807,7/11/2025,9:57:00,Pinaceae-Pinus contorta,Yes,11.9,27.7,C: Codominant,S: standing,NA,0 = no visible trunk wound,95,100,140,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_111672068068728ff268f86.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_94638834268728ff2b8cb7.jpg,NA
forest,UPTA: Trail Creek (TK),1806,7/11/2025,9:41:00,Pinaceae-Pinus contorta,Yes,19,47.3,C: Codominant,S: standing,NA,0 = no visible trunk wound,85,95,130,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_148738821068728fee61161.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_466339468728feee3e79.jpg,NA
forest,UPTA: Trail Creek (TK),1805,7/11/2025,9:32:00,Pinaceae-Pinus contorta,Yes,12.9,33.7,C: Codominant,S: standing,NA,0 = no visible trunk wound,80,70,260,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_32047918068728fe9ad2c9.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_57773679368728fe9ed4d6.jpg,NA
forest,UPTA: Trail Creek (TK),1804,7/11/2025,9:19:00,Pinaceae-Pinus contorta,Yes,16.1,29,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,320,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_3845874268728fe58347c.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_59722312368728fe5b342b.jpg,NA
forest,CRBU: Schofield Park (SP),1803,7/9/2025,11:11:00,Pinaceae-Picea engelmannii,Yes,17.1,52.8,C: Codominant,S: standing,NA,0 = no visible trunk wound,90,100,185,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1140325176686ea5f43bd74.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_824318203686ea5f47ef87.jpg,NA
forest,CRBU: Schofield Park (SP),1802,7/9/2025,11:01:00,Pinaceae-Picea engelmannii,Yes,9.1,23.4,D: Dominant,S: standing,NA,0 = no visible trunk wound,95,100,55,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_419645069686ea5ef74034.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1518631879686ea5efb0c15.jpg,NA
forest,CRBU: Schofield Park (SP),1801,7/9/2025,10:54:00,Pinaceae-Picea engelmannii,Yes,19.3,34.5,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,130,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_307664412686ea5db7fb51.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_36732102686ea5e6262ac.jpg,"Dbh @ 1.6, two stems"
forest,CRBU: Schofield Park (SP),1800,7/9/2025,10:43:00,Pinaceae-Abies lasiocarpa,No,17.4,26.4,I: Intermediate,S: standing,NA,0 = no visible trunk wound,90,100,345,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1246679020686ea5d59b4aa.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_628331855686ea5d677182.jpg,NA
forest,CRBU: Schofield Park (SP),1799,7/9/2025,10:36:00,Pinaceae-Picea engelmannii,Yes,29.6,68.2,C: Codominant,S: standing,NA,0 = no visible trunk wound,95,100,235,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_684003542686ea5cca5dfc.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1619721007686ea5cd0b701.jpg,NA
forest,CRBU: Schofield Park (SP),1798,7/9/2025,10:31:00,Pinaceae-Picea engelmannii,Yes,41.6,60,C: Codominant,S: standing,NA,0 = no visible trunk wound,90,100,15,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1558619709686ea5c692ebd.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_2103733431686ea5c6ef29c.jpg,NA
forest,CRBU: Schofield Park (SP),1797,7/9/2025,10:25:00,Pinaceae-Abies lasiocarpa,NA,17.2,34.3,I: Intermediate,S: standing,(% red): percentage of reddish-brown needles occupying the remaining canopy,0 = no visible trunk wound,80,95,75,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_609520364686ea5c176e6b.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1024177343686ea5c1c06b5.jpg,NA
forest,CRBU: Schofield Park (SP),1796,7/9/2025,10:19:00,Pinaceae-Picea engelmannii,Yes,35.8,71.5,C: Codominant,L: leaning,NA,0 = no visible trunk wound,95,100,185,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_842032628686ea5bbd9385.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1809574350686ea5bc3f4aa.jpg,NA
forest,CRBU: Schofield Park (SP),1794,7/9/2025,9:47:00,Pinaceae-Picea engelmannii,Yes,5.3,12.8,I: Intermediate,S: standing,NA,0 = no visible trunk wound,90,100,75,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1108958491686e90856ea52.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_2067280443686e9086328f6.jpg,Dbh @1.5
forest,CRBU: Schofield Park (SP),1795,7/9/2025,9:40:00,Pinaceae-Picea engelmannii,Yes,13.3,41.8,D: Dominant,S: standing,NA,0 = no visible trunk wound,90,100,230,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_397493998686e908174bd5.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1154967521686e9081a9440.jpg,NA
forest,CRBU: Schofield Park (SP),1793,7/9/2025,9:34:00,Pinaceae-Picea engelmannii,Yes,8.6,23.5,I: Intermediate,S: standing,Breakage: main stem break (e.g. from wind or another tree impact),0 = no visible trunk wound,100,100,355,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1905105448686e907b5345c.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1407948153686e907b83281.jpg,Two stems
forest,CRBU: Schofield Park (SP),1792,7/9/2025,9:28:00,Pinaceae-Picea engelmannii,Yes,26,63.8,C: Codominant,S: standing,Brooming: thick branchlet growth that can be response to mistletoe or other agents,0 = no visible trunk wound,100,95,135,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_893711772686e9075e4861.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1785839934686e9076b4865.jpg,NA
forest,CRBU: Schofield Park (SP),1791,7/9/2025,9:25:00,Pinaceae-Picea engelmannii,Yes,24,45.2,C: Codominant,S: standing,Brooming: thick branchlet growth that can be response to mistletoe or other agents,0 = no visible trunk wound,80,90,75,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_196673928686e9067b3204.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_862483663686e906f8cfdd.jpg,NA
forest,CRBU: Schofield Park (SP),1790,7/9/2025,9:17:00,Pinaceae-Abies lasiocarpa,No,20.5,32.2,I: Intermediate,S: standing,(% red): percentage of reddish-brown needles occupying the remaining canopy,0 = no visible trunk wound,95,95,120,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1503276528686e905fe4134.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1219201277686e9063c8506.jpg,NA
forest,CRBU: Schofield Park (SP),1789,7/9/2025,9:08:00,Pinaceae-Picea engelmannii,Yes,25.2,45.6,C: Codominant,S: standing,NA,0 = no visible trunk wound,75,100,190,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_591652136686e905ac89c8.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_2051449612686e905b3254c.jpg,NA
forest,CRBU: Schofield Park (SP),1788,7/9/2025,9:02:00,Pinaceae-Abies lasiocarpa,No,20.7,44.4,C: Codominant,S: standing,(% red): percentage of reddish-brown needles occupying the remaining canopy,2 = medium wound greater than dbh x dbh in area but less than 50% of the living length or penetratin,85,95,170,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_898998669686e9055b9058.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1284728346686e90560bab2.jpg,NA
forest,CRBU: North Pole Basin (NB),1787,7/8/2025,11:33:00,Pinaceae-Abies lasiocarpa,No,24.4,35.7,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,105,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_2140705711686dd99913f5c.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_2109540352686dd9998e6af.jpg,NA
forest,CRBU: North Pole Basin (NB),1786,7/8/2025,11:29:00,Pinaceae-Picea engelmannii,Yes,28.1,85.6,D: Dominant,S: standing,NA,0 = no visible trunk wound,70,90,250,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1588485950686dd99311fa3.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1447722961686dd993a9d21.jpg,NA
forest,CRBU: North Pole Basin (NB),1785,7/8/2025,11:25:00,Pinaceae-Picea engelmannii,Yes,23.8,46.7,D: Dominant,S: standing,NA,0 = no visible trunk wound,100,100,175,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_605980620686dd98e1f94f.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_571152037686dd98e64f88.jpg,NA
forest,CRBU: North Pole Basin (NB),1784,7/8/2025,11:20:00,Pinaceae-Abies lasiocarpa,No,21.9,36.8,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,200,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_791876547686dd9893d325.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_179420047686dd98a1b974.jpg,NA
forest,CRBU: North Pole Basin (NB),1783,7/8/2025,11:15:00,Pinaceae-Picea engelmannii,No,22.7,47.2,C: Codominant,S: standing,NA,0 = no visible trunk wound,100,100,90,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_92015493686dd98521db0.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1908976511686dd985619c9.jpg,NA
forest,CRBU: North Pole Basin (NB),1782,7/8/2025,11:03:00,Pinaceae-Picea engelmannii,Yes,28.9,85.5,D: Dominant,S: standing,NA,0 = no visible trunk wound,90,90,130,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1765425867686dd9806c495.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1680697236686dd981735b6.jpg,NA
forest,CRBU: North Pole Basin (NB),1781,7/8/2025,10:48:00,Pinaceae-Abies lasiocarpa,No,13.7,29.1,C: Codominant,S: standing,NA,0 = no visible trunk wound,90,90,210,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_513378494686dd9786bfbb.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1027306270686dd97a9ac4a.jpg,NA
forest,CRBU: North Pole Basin (NB),1780,7/8/2025,10:33:00,Pinaceae-Abies lasiocarpa,No,15.2,32.5,I: Intermediate,S: standing,NA,0 = no visible trunk wound,85,90,25,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1044181491686dd97171c68.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1102091836686dd9737ea95.jpg,NA
forest,CRBU: North Pole Basin (NB),1779,7/8/2025,10:25:00,Pinaceae-Abies lasiocarpa,No,11.6,20.7,I: Intermediate,S: standing,NA,2 = medium wound greater than dbh x dbh in area but less than 50% of the living length or penetratin,85,90,355,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1817483039686dd96af2993.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_616492160686dd96c07098.jpg,NA
forest,CRBU: North Pole Basin (NB),1778,7/8/2025,10:18:00,Pinaceae-Picea engelmannii,Yes,31.5,95.5,D: Dominant,S: standing,NA,0 = no visible trunk wound,100,100,340,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1613334552686dd966be608.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_216674629686dd96750e71.jpg,NA
forest,CRBU: North Pole Basin (NB),1777,7/8/2025,10:10:00,Pinaceae-Abies lasiocarpa,No,12.2,31.1,C: Codominant,S: standing,(% red): percentage of reddish-brown needles occupying the remaining canopy,0 = no visible trunk wound,95,95,240,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1393884833686dd963256c5.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1094801973686dd96358c68.jpg,5% red
forest,CRBU: North Pole Basin (NB),1776,7/8/2025,9:56:00,Pinaceae-Picea engelmannii,Yes,11,21.7,D: Dominant,S: standing,NA,0 = no visible trunk wound,100,100,40,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1144780611686dd95ddc9aa.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1420152393686dd95e49037.jpg,NA
forest,CRBU: North Pole Basin (NB),1775,7/8/2025,9:36:00,Pinaceae-Picea engelmannii,Yes,17.5,74.1,D: Dominant,S: standing,NA,0 = no visible trunk wound,100,95,70,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_239951795686dd956e883a.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_865205780686dd95726a6a.jpg,NA
forest,CRBU: Carbon Creek (CR),1774,7/7/2025,11:47:00,Salicaceae-Populus tremuloides,No,13.2,24.5,C: Codominant,S: standing,"Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,100,90,NA,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_2055533294686c906f2a9fc.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_499177851686c906f689cc.jpg,NA
forest,CRBU: Carbon Creek (CR),1773,7/7/2025,11:33:00,Salicaceae-Populus tremuloides,No,16.3,33.6,C: Codominant,S: standing,"Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,100,80,NA,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1123592994686c9065b0971.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1425271913686c9065eb90c.jpg,NA
forest,CRBU: Carbon Creek (CR),1772,7/7/2025,11:07:00,Salicaceae-Populus tremuloides,No,16.1,22.5,D: Dominant,S: standing,NA,0 = no visible trunk wound,85,85,220,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1908325292686c905cb8bfa.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1017190735686c905d0ac4b.jpg,Some broken off branches
forest,CRBU: Carbon Creek (CR),1771,7/7/2025,10:48:00,Salicaceae-Populus tremuloides,No,21.2,27.2,C: Codominant,S: standing,"Defoliators: webbing, caterpillars, or moth larvae visible, particularly in new needles or leaves (i",0 = no visible trunk wound,100,100,10,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1541052914686c9053c618f.jpg,https://zerion-iform-media-us.s3.us-east-1.amazonaws.com/rmbl/507625/_data507625_chess_forest_subform/field_1367761278686c90540eadb.jpg,Galls in branches
