Location_Type,Sampling_Area,Site_Number,Collection_Date,Collection_Time,Vegetation_Height,Vegetation_Species,Photo_Shrub,Photo_Landscape_North,Photo_Landscape_East,Photo_Landscape_South,Photo_Landscape_West,Shrub_Notes
shrub,CRBU: Slide Rock Road (SL),1487,2025-06-30,8:37:00,88,Rosaceae-Dasiphora fruticosa,./Shrub_FieldPhotographs.zip/1487_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1487_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1487_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1487_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1487_Shrub_Landscape_FacingWest.jpg,Southern half oh shrub greyer leaves than north sh
shrub,CRBU: Trail 403 (TL),1486,2025-06-29,11:43:00,82,Grossulariaceae-Ribes inerme,./Shrub_FieldPhotographs.zip/1486_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1486_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1486_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1486_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1486_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Trail 403 (TL),1485,2025-06-29,11:26:00,51,Rosaceae-Dasiphora fruticosa,./Shrub_FieldPhotographs.zip/1485_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1485_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1485_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1485_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1485_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Trail 403 (TL),1484,2025-06-29,11:20:00,72,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1484_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1484_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1484_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1484_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1484_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Trail 403 (TL),1483,2025-06-29,10:46:00,101,Viburnaceae-Sambucus racemosa,./Shrub_FieldPhotographs.zip/1483_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1483_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1483_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1483_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1483_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Trail 403 (TL),1482,2025-06-29,10:34:00,85,Viburnaceae-Sambucus racemosa,./Shrub_FieldPhotographs.zip/1482_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1482_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1482_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1482_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1482_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Trail 403 (TL),1481,2025-06-29,10:13:00,60,Rosaceae-Dasiphora fruticosa,./Shrub_FieldPhotographs.zip/1481_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1481_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1481_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1481_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1481_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Trail 403 (TL),1480,2025-06-29,10:00:00,54,Rosaceae-Dasiphora fruticosa,./Shrub_FieldPhotographs.zip/1480_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1480_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1480_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1480_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1480_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Trail 403 (TL),1479,2025-06-29,9:46:00,84,Rosaceae-Amelanchier alnifolia,./Shrub_FieldPhotographs.zip/1479_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1479_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1479_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1479_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1479_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Trail 403 (TL),1478,2025-06-29,9:32:00,118,Rosaceae-Amelanchier alnifolia,./Shrub_FieldPhotographs.zip/1478_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1478_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1478_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1478_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1478_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Trail 403 (TL),1477,2025-06-29,9:13:00,280,Salicaceae-Salix planifolia,./Shrub_FieldPhotographs.zip/1477_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1477_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1477_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1477_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1477_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Snodgrass (SN),1466,2025-06-28,11:11:00,107,Viburnaceae-Sambucus racemosa,./Shrub_FieldPhotographs.zip/1466_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1466_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1466_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1466_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1466_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Snodgrass (SN),1465,2025-06-28,11:04:00,104,Grossulariaceae-Ribes montigenum,./Shrub_FieldPhotographs.zip/1465_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1465_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1465_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1465_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1465_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Snodgrass (SN),1464,2025-06-28,10:51:00,107,Viburnaceae-Sambucus racemosa,./Shrub_FieldPhotographs.zip/1464_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1464_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1464_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1464_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1464_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Snodgrass (SN),1463,2025-06-28,10:40:00,176,Viburnaceae-Sambucus racemosa,./Shrub_FieldPhotographs.zip/1463_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1463_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1463_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1463_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1463_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Snodgrass (SN),1462,2025-06-28,10:23:00,95,Grossulariaceae-Ribes montigenum,./Shrub_FieldPhotographs.zip/1462_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1462_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1462_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1462_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1462_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Snodgrass (SN),1461,2025-06-28,10:06:00,210,Salicaceae-Salix monticola,./Shrub_FieldPhotographs.zip/1461_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1461_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1461_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1461_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1461_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Snodgrass (SN),1460,2025-06-28,9:50:00,300,Salicaceae-Salix monticola,./Shrub_FieldPhotographs.zip/1460_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1460_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1460_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1460_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1460_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Snodgrass (SN),1459,2025-06-28,9:31:00,133,Viburnaceae-Sambucus racemosa,./Shrub_FieldPhotographs.zip/1459_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1459_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1459_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1459_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1459_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Snodgrass (SN),1458,2025-06-28,9:14:00,124,Viburnaceae-Sambucus racemosa,./Shrub_FieldPhotographs.zip/1458_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1458_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1458_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1458_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1458_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Snodgrass (SN),1457,2025-06-28,8:59:00,114,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1457_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1457_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1457_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1457_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1457_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Gothic Townsite Dry Meadow (GO),1476,2025-06-24,13:52:00,360,Salicaceae-Salix drummondiana,./Shrub_FieldPhotographs.zip/1476_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1476_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1476_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1476_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1476_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Gothic Townsite Dry Meadow (GO),1475,2025-06-24,13:44:00,86,Rosaceae-Dasiphora fruticosa,./Shrub_FieldPhotographs.zip/1475_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1475_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1475_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1475_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1475_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Gothic Townsite Dry Meadow (GO),1474,2025-06-24,12:28:00,251,Salicaceae-Salix drummondiana,./Shrub_FieldPhotographs.zip/1474_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1474_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1474_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1474_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1474_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Gothic Townsite Dry Meadow (GO),1473,2025-06-24,11:28:00,275,Salicaceae-Salix drummondiana,./Shrub_FieldPhotographs.zip/1473_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1473_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1473_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1473_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1473_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Gothic Townsite Dry Meadow (GO),1472,2025-06-24,11:02:00,95,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1472_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1472_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1472_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1472_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1472_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Gothic Townsite Dry Meadow (GO),1471,2025-06-24,10:39:00,84,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1471_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1471_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1471_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1471_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1471_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Gothic Townsite Dry Meadow (GO),1470,2025-06-24,10:28:00,53,Asteraceae-Artemisia tridentata,./Shrub_FieldPhotographs.zip/1470_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1470_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1470_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1470_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1470_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Gothic Townsite Dry Meadow (GO),1469,2025-06-24,10:17:00,72,Cupressaceae-Juniperus communis,./Shrub_FieldPhotographs.zip/1469_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1469_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1469_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1469_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1469_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Gothic Townsite Dry Meadow (GO),1468,2025-06-24,9:51:00,137,Salicaceae-Salix monticola,./Shrub_FieldPhotographs.zip/1468_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1468_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1468_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1468_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1468_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Gothic Townsite Dry Meadow (GO),1467,2025-06-24,9:29:00,42,Asteraceae-Artemisia tridentata,./Shrub_FieldPhotographs.zip/1467_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1467_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1467_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1467_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1467_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Upper Upper (UU),1456,2025-06-23,11:00:00,103,Rosaceae-Amelanchier alnifolia,./Shrub_FieldPhotographs.zip/1456_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1456_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1456_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1456_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1456_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Upper Upper (UU),1455,2025-06-23,10:48:00,166,Rosaceae-Prunus virginiana,./Shrub_FieldPhotographs.zip/1455_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1455_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1455_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1455_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1455_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Upper Upper (UU),1454,2025-06-23,10:38:00,169,Rosaceae-Amelanchier alnifolia,./Shrub_FieldPhotographs.zip/1454_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1454_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1454_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1454_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1454_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Upper Upper (UU),1453,2025-06-23,10:24:00,141,Caprifoliaceae-Symphoricarpos rotundifolius,./Shrub_FieldPhotographs.zip/1453_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1453_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1453_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1453_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1453_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Upper Upper (UU),1452,2025-06-23,10:17:00,112,Asteraceae-Artemisia tridentata,./Shrub_FieldPhotographs.zip/1452_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1452_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1452_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1452_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1452_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Upper Upper (UU),1451,2025-06-23,10:07:00,143,Rosaceae-Prunus virginiana,./Shrub_FieldPhotographs.zip/1451_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1451_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1451_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1451_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1451_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Upper Upper (UU),1450,2025-06-23,9:53:00,445,Salicaceae-Salix scouleriana,./Shrub_FieldPhotographs.zip/1450_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1450_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1450_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1450_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1450_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Upper Upper (UU),1449,2025-06-23,9:41:00,247,Rosaceae-Prunus virginiana,./Shrub_FieldPhotographs.zip/1449_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1449_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1449_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1449_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1449_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Upper Upper (UU),1448,2025-06-23,9:13:00,97,Caprifoliaceae-Symphoricarpos rotundifolius,./Shrub_FieldPhotographs.zip/1448_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1448_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1448_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1448_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1448_Shrub_Landscape_FacingWest.jpg,NA
shrub,CRBU: Upper Upper (UU),1447,2025-06-23,8:56:00,112,Asteraceae-Artemisia tridentata,./Shrub_FieldPhotographs.zip/1447_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1447_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1447_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1447_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1447_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: One Mile Upper (OU),1446,2025-06-18,11:44:00,101,Caprifoliaceae-Lonicera involucrata,./Shrub_FieldPhotographs.zip/1446_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1446_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1446_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1446_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1446_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: One Mile Upper (OU),1445,2025-06-18,11:32:00,242,Salicaceae-Salix monticola,./Shrub_FieldPhotographs.zip/1445_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1445_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1445_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1445_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1445_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: One Mile Upper (OU),1444,2025-06-18,11:26:00,107,Asteraceae-Artemisia tridentata,./Shrub_FieldPhotographs.zip/1444_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1444_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1444_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1444_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1444_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: One Mile Upper (OU),1443,2025-06-18,11:18:00,116,Rosaceae-Dasiphora fruticosa,./Shrub_FieldPhotographs.zip/1443_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1443_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1443_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1443_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1443_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: One Mile Upper (OU),1442,2025-06-18,11:03:00,245,Salicaceae-Salix monticola,./Shrub_FieldPhotographs.zip/1442_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1442_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1442_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1442_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1442_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: One Mile Upper (OU),1441,2025-06-18,10:55:00,139,Rosaceae-Dasiphora fruticosa,./Shrub_FieldPhotographs.zip/1441_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1441_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1441_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1441_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1441_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: One Mile Upper (OU),1440,2025-06-18,10:35:00,133,Salicaceae-Salix wolfii,./Shrub_FieldPhotographs.zip/1440_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1440_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1440_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1440_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1440_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: One Mile Upper (OU),1439,2025-06-18,10:06:00,120,Salicaceae-Salix wolfii,./Shrub_FieldPhotographs.zip/1439_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1439_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1439_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1439_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1439_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: One Mile Upper (OU),1438,2025-06-18,9:49:00,92,Salicaceae-Salix wolfii,./Shrub_FieldPhotographs.zip/1438_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1438_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1438_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1438_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1438_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: One Mile Upper (OU),1437,2025-06-18,9:25:00,260,Salicaceae-Salix monticola,./Shrub_FieldPhotographs.zip/1437_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1437_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1437_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1437_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1437_Shrub_Landscape_FacingWest.jpg,NA
shrub,ALMO: Spring Creek (SC),1436,2025-06-16,11:46:00,73,Rosaceae-Purshia tridentata,./Shrub_FieldPhotographs.zip/1436_Shrub_Whiteboard.jpg,./Shrub_FieldPhotographs.zip/1436_Shrub_Landscape_FacingNorth.jpg,./Shrub_FieldPhotographs.zip/1436_Shrub_Landscape_FacingEast.jpg,./Shrub_FieldPhotographs.zip/1436_Shrub_Landscape_FacingSouth.jpg,./Shrub_FieldPhotographs.zip/1436_Shrub_Landscape_FacingWest.jpg,NA
